InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
540647,22890,2011,1,1,14,novelty biscuits cake stand 3 tier,2,2011-01-10 14:57:00,9.95,17406,United Kingdom,19.9
563248,22671,2011,8,1,11,french laundry sign blue metal,2,2011-08-15 11:30:00,1.65,14702,United Kingdom,3.3
567138,23355,2011,9,5,14,hot water bottle keep calm,4,2011-09-16 14:39:00,4.95,17652,United Kingdom,19.8
566981,22383,2011,9,5,10,lunch bag suki design ,10,2011-09-16 10:02:00,1.65,15498,United Kingdom,16.5
571461,20725,2011,10,1,14,lunch bag red retrospot,1,2011-10-17 14:12:00,1.65,16932,United Kingdom,1.65
573007,22621,2011,10,4,12,traditional knitting nancy,12,2011-10-27 12:22:00,1.65,16009,United Kingdom,19.8
552640,22410,2011,5,2,13,money box housekeeping design,1,2011-05-10 13:19:00,1.25,17841,United Kingdom,1.25
556263,23176,2011,6,4,18,abc treasure book box ,2,2011-06-09 18:41:00,2.25,13969,United Kingdom,4.5
575059,21790,2011,11,2,12,vintage snap cards,2,2011-11-08 12:25:00,0.85,14071,United Kingdom,1.7
559025,21326,2011,7,2,13,aged glass silver t-light holder,24,2011-07-05 13:56:00,0.65,16338,United Kingdom,15.6
576560,21901,2011,11,2,13,"key fob , back door ",1,2011-11-15 13:21:00,0.65,12877,United Kingdom,0.65
542422,22768,2011,1,4,19,family photo frame cornice,2,2011-01-27 19:33:00,9.95,14702,United Kingdom,19.9
570883,23077,2011,10,4,9,doughnut lip gloss ,20,2011-10-13 09:55:00,1.25,13477,United Kingdom,25.0
556476,23109,2011,6,7,12,led tea lights,6,2011-06-12 12:08:00,2.89,17175,United Kingdom,17.34
549289,22212,2011,4,4,18,four hook  white lovebirds,3,2011-04-07 18:09:00,2.1,14395,United Kingdom,6.300000000000002
554999,84978,2011,5,7,15,hanging heart jar t-light holder,6,2011-05-29 15:44:00,1.25,15547,United Kingdom,7.5
540701,22629,2011,1,2,9,spaceboy lunch box ,12,2011-01-11 09:48:00,1.95,15640,United Kingdom,23.4
577034,51014A,2011,11,4,13,"feather pen,hot pink",36,2011-11-17 13:16:00,0.39,12847,United Kingdom,14.04
567951,22734,2011,9,5,8,set of 6 ribbons vintage christmas,6,2011-09-23 08:25:00,2.89,17069,United Kingdom,17.34
563017,20712,2011,8,4,12,jumbo bag woodland animals,10,2011-08-11 12:48:00,2.08,13198,United Kingdom,20.8
536846,22752,2010,12,4,19,set 7 babushka nesting boxes,2,2010-12-02 19:59:00,8.5,14573,United Kingdom,17.0
576070,21900,2011,11,7,15,"key fob , shed",6,2011-11-13 15:58:00,0.65,13451,United Kingdom,3.9
537672,21908,2010,12,3,9,chocolate this way metal sign,12,2010-12-08 09:30:00,2.1,13050,United Kingdom,25.200000000000006
563217,21790,2011,8,7,13,vintage snap cards,12,2011-08-14 13:21:00,0.85,13515,United Kingdom,10.2
548215,84279P,2011,3,3,9,cherry blossom  decorative flask,4,2011-03-30 09:19:00,3.75,15674,United Kingdom,15.0
544339,22978,2011,2,5,9,pantry rolling pin,6,2011-02-18 09:04:00,3.75,15228,United Kingdom,22.5
544100,22470,2011,2,3,10,heart of wicker large,5,2011-02-16 10:25:00,2.95,15002,United Kingdom,14.75
537137,20724,2010,12,7,12,red retrospot charlotte bag,4,2010-12-05 12:43:00,0.85,16327,United Kingdom,3.4
557803,23032,2011,6,4,10,drawer knob crackle glaze ivory,12,2011-06-23 10:20:00,1.65,12704,Finland,19.8
580555,23382,2011,12,1,10,box of 6 christmas cake decorations,4,2011-12-05 10:18:00,3.75,14911,EIRE,15.0
568690,22805,2011,9,3,14,blue drawer knob acrylic edwardian,4,2011-09-28 14:43:00,1.25,16332,United Kingdom,5.0
571328,85032B,2011,10,1,11,blossom images gift wrap set,12,2011-10-17 11:27:00,0.65,12473,Germany,7.800000000000002
540801,21340,2011,1,2,12,classic metal birdcage plant holder,8,2011-01-11 12:25:00,9.95,12540,Spain,79.6
547535,23183,2011,3,3,15,mother's kitchen spoon rest ,6,2011-03-23 15:07:00,3.75,16250,United Kingdom,22.5
571047,22943,2011,10,4,13,christmas lights 10 vintage baubles,3,2011-10-13 13:42:00,4.95,16042,United Kingdom,14.85
580305,22300,2011,12,5,14,coffee mug dog + ball design,1,2011-12-02 14:26:00,2.55,12970,United Kingdom,2.55
549273,22423,2011,4,4,13,regency cakestand 3 tier,12,2011-04-07 13:05:00,12.75,13089,United Kingdom,153.0
563753,20726,2011,8,5,10,lunch bag woodland,20,2011-08-19 10:51:00,1.65,12513,France,33.0
556905,84596G,2011,6,3,13,small chocolates pink bowl,1,2011-06-15 13:05:00,0.42,16904,United Kingdom,0.42
557265,84597B,2011,6,7,11,retro brown ball ashtray ,12,2011-06-19 11:10:00,1.25,13097,United Kingdom,15.0
537396,84029E,2010,12,1,14,red woolly hottie white heart.,2,2010-12-06 14:08:00,3.75,17223,United Kingdom,7.5
578954,23501,2011,11,7,15,key ring baseball boot union jack,3,2011-11-27 15:02:00,1.25,15054,United Kingdom,3.75
562202,23171,2011,8,3,12,regency tea plate green ,24,2011-08-03 12:33:00,1.65,15290,United Kingdom,39.6
567341,23295,2011,9,1,15,set of 12 mini loaf baking cases,16,2011-09-19 15:04:00,0.83,14961,United Kingdom,13.28
552951,22522,2011,5,4,12,childs garden fork blue ,1,2011-05-12 12:05:00,0.85,14988,United Kingdom,0.85
575656,22952,2011,11,4,14,60 cake cases vintage christmas,48,2011-11-10 14:29:00,0.55,13319,United Kingdom,26.4
571032,22597,2011,10,4,12,musical zinc heart decoration ,5,2011-10-13 12:38:00,0.29,13827,United Kingdom,1.45
544115,22551,2011,2,3,11,plasters in tin spaceboy,12,2011-02-16 11:45:00,1.65,12727,France,19.8
537144,35953,2010,12,7,13,folkart star christmas decorations,24,2010-12-05 13:00:00,1.25,15880,United Kingdom,30.0
550320,22675,2011,4,7,12,french kitchen sign blue metal,1,2011-04-17 12:37:00,1.25,12748,United Kingdom,1.25
572330,20726,2011,10,1,10,lunch bag woodland,1,2011-10-24 10:17:00,1.65,16426,United Kingdom,1.65
537769,15056BL,2010,12,3,12,edwardian parasol black,2,2010-12-08 12:17:00,5.95,15021,United Kingdom,11.9
551556,22357,2011,5,2,10,kings choice biscuit tin,4,2011-05-03 10:30:00,4.25,14191,United Kingdom,17.0
579027,22775,2011,11,1,10,purple drawerknob acrylic edwardian,72,2011-11-28 10:20:00,1.25,14102,United Kingdom,90.0
566408,22554,2011,9,1,13,plasters in tin woodland animals,3,2011-09-12 13:43:00,1.65,16984,United Kingdom,4.949999999999998
559557,21829,2011,7,1,10,dinosaur keyrings assorted,36,2011-07-11 10:33:00,0.21,17444,Canada,7.56
550316,22969,2011,4,7,11,homemade jam scented candles,12,2011-04-17 11:45:00,1.45,16193,United Kingdom,17.4
549307,22737,2011,4,5,9,ribbon reel christmas present ,10,2011-04-08 09:08:00,1.65,15119,United Kingdom,16.5
549449,21749,2011,4,5,14,large red retrospot windmill,6,2011-04-08 14:12:00,2.1,14227,United Kingdom,12.6
543534,85099C,2011,2,3,13,jumbo  bag baroque black white,10,2011-02-09 13:25:00,1.95,13590,United Kingdom,19.5
549279,22071,2011,4,4,13,small white retrospot mug in box ,2,2011-04-07 13:16:00,3.75,16469,United Kingdom,7.5
557627,16218,2011,6,2,14,cartoon  pencil sharpeners,240,2011-06-21 14:30:00,0.06,12583,France,14.4
578949,22988,2011,11,7,14,soldiers egg cup ,2,2011-11-27 14:30:00,1.25,14954,United Kingdom,2.5
558709,22667,2011,7,5,13,recipe box retrospot ,2,2011-07-01 13:02:00,2.95,17338,United Kingdom,5.9
570269,22328,2011,10,1,10,round snack boxes set of 4 fruits ,4,2011-10-10 10:16:00,2.95,17227,United Kingdom,11.8
544656,22300,2011,2,2,13,coffee mug dog + ball design,6,2011-02-22 13:02:00,2.55,17442,United Kingdom,15.3
539442,22300,2010,12,5,15,coffee mug dog + ball design,6,2010-12-17 15:39:00,2.55,16558,United Kingdom,15.3
570016,22487,2011,10,5,10,white wood garden plant ladder,1,2011-10-07 10:06:00,9.95,14911,EIRE,9.95
581233,84832,2011,12,4,10,zinc willie winkie  candle stick,12,2011-12-08 10:33:00,0.85,13436,United Kingdom,10.2
571425,22846,2011,10,1,12,bread bin diner style red ,1,2011-10-17 12:41:00,16.95,14911,EIRE,16.95
537369,20751,2010,12,1,12,funky washing up gloves assorted,2,2010-12-06 12:41:00,2.1,17860,United Kingdom,4.2
580979,23569,2011,12,2,15,tradtional alphabet stamp set,4,2011-12-06 15:40:00,4.95,12362,Belgium,19.8
539015,22470,2010,12,3,13,heart of wicker large,14,2010-12-15 13:38:00,2.95,15822,United Kingdom,41.3
547906,22413,2011,3,1,12,metal sign take it or leave it ,1,2011-03-28 12:13:00,2.95,14410,United Kingdom,2.95
560569,84931A,2011,7,2,14,pink scottie dog w flower pattern,6,2011-07-19 14:04:00,2.55,12480,Germany,15.3
553152,23209,2011,5,5,14,lunch bag doiley pattern ,10,2011-05-13 14:55:00,1.65,13089,United Kingdom,16.5
550342,22971,2011,4,7,15,queens guard coffee mug,6,2011-04-17 15:55:00,2.55,13018,United Kingdom,15.3
564642,22492,2011,8,5,13,mini paint set vintage ,36,2011-08-26 13:22:00,0.65,13527,United Kingdom,23.4
553375,85183A,2011,5,1,14,charlie & lola wastepaper bin blue,12,2011-05-16 14:53:00,1.25,14911,EIRE,15.0
557933,22055,2011,6,4,15,mini cake stand  hanging strawbery,8,2011-06-23 15:07:00,1.65,13014,United Kingdom,13.2
565243,21509,2011,9,5,10,cowboys and indians birthday card ,12,2011-09-02 10:20:00,0.42,16735,United Kingdom,5.04
537395,22659,2010,12,1,14,lunch box i love london,1,2010-12-06 14:05:00,1.95,15356,United Kingdom,1.95
547842,21385,2011,3,7,11,ivory hanging decoration  heart,24,2011-03-27 11:14:00,0.85,13875,United Kingdom,20.4
572726,23078,2011,10,2,15,ice cream pen lip gloss ,20,2011-10-25 15:19:00,1.25,16056,United Kingdom,25.0
552325,POST,2011,5,1,9,postage,2,2011-05-09 09:47:00,18.0,12490,France,36.0
562770,23286,2011,8,2,11,blue vintage spot beaker,8,2011-08-09 11:56:00,0.85,17139,United Kingdom,6.8
545226,22918,2011,3,2,9,herb marker parsley,12,2011-03-01 09:33:00,0.65,12428,Finland,7.800000000000002
540014,21627,2011,1,2,11,elephant carnival pouffe,1,2011-01-04 11:34:00,14.95,14606,United Kingdom,14.95
560920,20677,2011,7,4,18,pink polkadot bowl,8,2011-07-21 18:36:00,1.25,15370,United Kingdom,10.0
577545,10120,2011,11,7,14,doggy rubber,6,2011-11-20 14:43:00,0.21,16931,United Kingdom,1.26
562085,23359,2011,8,2,12,set of 12 t-lights vintage doiley,12,2011-08-02 12:27:00,1.95,15228,United Kingdom,23.4
565420,21485,2011,9,7,12,retrospot heart hot water bottle,2,2011-09-04 12:09:00,4.95,16326,United Kingdom,9.9
555820,85176,2011,6,2,12,sewing susan 21 needle set,12,2011-06-07 12:01:00,0.85,16133,United Kingdom,10.2
542891,21658,2011,2,2,13,glass  beurre dish,24,2011-02-01 13:26:00,3.39,16705,United Kingdom,81.36
571913,22966,2011,10,3,15,gingerbread man cookie cutter,12,2011-10-19 15:29:00,1.25,18210,United Kingdom,15.0
536837,22144,2010,12,4,18,christmas craft little friends,2,2010-12-02 18:15:00,2.1,14395,United Kingdom,4.2
542511,20712,2011,1,5,12,jumbo bag woodland animals,20,2011-01-28 12:07:00,1.95,15527,United Kingdom,39.0
541789,21216,2011,1,5,13,"set 3 retrospot tea,coffee,sugar",12,2011-01-21 13:07:00,4.25,14088,United Kingdom,51.0
538856,22951,2010,12,2,13,60 cake cases dolly girl design,24,2010-12-14 13:51:00,0.55,14057,United Kingdom,13.2
545681,21390,2011,3,7,11,filigris heart with butterfly,6,2011-03-06 11:28:00,1.25,16923,United Kingdom,7.5
574852,22697,2011,11,1,12,green regency teacup and saucer,3,2011-11-07 12:04:00,2.95,15493,United Kingdom,8.850000000000003
569524,22581,2011,10,2,14,wood stocking christmas scandispot,1,2011-10-04 14:42:00,0.85,14506,United Kingdom,0.85
574081,22974,2011,11,3,16,childrens dolly girl mug,12,2011-11-02 16:37:00,1.65,15804,United Kingdom,19.8
579516,23164,2011,11,2,17,regency cake slice,1,2011-11-29 17:52:00,4.95,17841,United Kingdom,4.95
561531,47566,2011,7,4,9,party bunting,4,2011-07-28 09:27:00,4.95,14364,United Kingdom,19.8
564358,22499,2011,8,3,16,wooden union jack bunting,1,2011-08-24 16:00:00,5.95,17869,United Kingdom,5.95
547485,21212,2011,3,3,11,pack of 72 retrospot cake cases,3,2011-03-23 11:16:00,0.55,17019,United Kingdom,1.65
571276,22678,2011,10,7,12,french blue metal door sign 3,2,2011-10-16 12:30:00,1.25,14702,United Kingdom,2.5
566482,21289,2011,9,2,9,large stripes chocolate gift bag,16,2011-09-13 09:43:00,1.25,16609,United Kingdom,20.0
567972,22619,2011,9,5,10,set of 6 soldier skittles,4,2011-09-23 10:14:00,3.75,13949,United Kingdom,15.0
578826,20622,2011,11,5,14,vip passport cover ,12,2011-11-25 14:24:00,2.1,17329,United Kingdom,25.200000000000006
540364,84849D,2011,1,4,16,hot baths soap holder,1,2011-01-06 16:03:00,1.69,14505,United Kingdom,1.69
548404,21929,2011,3,4,9,jumbo bag pink vintage paisley,10,2011-03-31 09:38:00,1.95,16398,United Kingdom,19.5
574056,22551,2011,11,3,14,plasters in tin spaceboy,96,2011-11-02 14:09:00,1.45,14646,Netherlands,139.2
547102,21210,2011,3,1,10,set of 72 retrospot paper  doilies,12,2011-03-21 10:41:00,1.45,14245,United Kingdom,17.4
573392,22138,2011,10,7,15,baking set 9 piece retrospot ,3,2011-10-30 15:04:00,4.95,15376,United Kingdom,14.85
562784,21977,2011,8,2,13,pack of 60 pink paisley cake cases,3,2011-08-09 13:22:00,0.55,16791,United Kingdom,1.65
543255,21500,2011,2,5,15,pink polkadot wrap ,25,2011-02-04 15:43:00,0.42,13050,United Kingdom,10.5
581016,23321,2011,12,3,9,small white heart of wicker,12,2011-12-07 09:53:00,1.65,14141,United Kingdom,19.8
563848,23128,2011,8,5,14,feltcraft boy jean-paul kit,4,2011-08-19 14:57:00,4.95,14911,EIRE,19.8
571028,23266,2011,10,4,12,set of 3 wooden stocking decoration,1,2011-10-13 12:21:00,1.25,16770,United Kingdom,1.25
537463,22027,2010,12,2,10,tea party birthday card,12,2010-12-07 10:08:00,0.42,12681,France,5.04
573340,20868,2011,10,7,11,silver fabric mirror,6,2011-10-30 11:55:00,0.39,14159,United Kingdom,2.34
575701,22423,2011,11,4,16,regency cakestand 3 tier,4,2011-11-10 16:59:00,12.75,13396,United Kingdom,51.0
579533,84429A,2011,11,3,9,medium pink buddha head ,6,2011-11-30 09:24:00,2.95,12953,United Kingdom,17.700000000000006
537594,84968A,2010,12,2,12,set of 16 vintage rose cutlery,2,2010-12-07 12:28:00,12.75,12647,Germany,25.5
537195,22775,2010,12,7,13,purple drawerknob acrylic edwardian,12,2010-12-05 13:55:00,1.25,15311,United Kingdom,15.0
578849,23579,2011,11,7,10,snack tray i love london,4,2011-11-27 10:39:00,1.95,13232,United Kingdom,7.8
543821,21231,2011,2,1,9,sweetheart ceramic trinket box,12,2011-02-14 09:24:00,1.25,17667,United Kingdom,15.0
575756,22646,2011,11,5,10,ceramic strawberry cake money bank,4,2011-11-11 10:48:00,1.45,18118,United Kingdom,5.8
548551,22382,2011,4,5,8,lunch bag spaceboy design ,10,2011-04-01 08:56:00,1.65,14886,United Kingdom,16.5
546944,22701,2011,3,5,11,pink dog bowl,2,2011-03-18 11:13:00,2.95,14701,United Kingdom,5.9
560491,23240,2011,7,2,10,set of 4 knick knack tins doiley ,1,2011-07-19 10:51:00,4.15,12415,Australia,4.15
568044,22595,2011,9,5,12,gingham heart decoration,12,2011-09-23 12:10:00,0.85,15763,United Kingdom,10.2
565616,23354,2011,9,1,15,6 gift tags 50's christmas ,24,2011-09-05 15:26:00,0.83,15238,United Kingdom,19.92
568180,23285,2011,9,7,13,pink vintage spot beaker,3,2011-09-25 13:42:00,0.85,15429,United Kingdom,2.55
571036,21531,2011,10,4,12,red retrospot sugar jam bowl,8,2011-10-13 12:52:00,2.55,17567,United Kingdom,20.4
575982,23184,2011,11,7,13,bull dog bottle opener,1,2011-11-13 13:42:00,4.95,13798,United Kingdom,4.95
564912,23199,2011,8,3,12,jumbo bag apples,20,2011-08-31 12:33:00,2.08,12490,France,41.6
556038,22577,2011,6,3,12,wooden heart christmas scandinavian,10,2011-06-08 12:38:00,0.85,13184,United Kingdom,8.5
538896,22074,2010,12,3,9,6 ribbons shimmering pinks ,24,2010-12-15 09:09:00,0.42,16145,United Kingdom,10.08
547829,21136,2011,3,5,15,painted metal pears assorted,16,2011-03-25 15:24:00,1.69,16081,United Kingdom,27.04
547243,22983,2011,3,1,16,card billboard font,12,2011-03-21 16:59:00,0.42,17231,United Kingdom,5.04
574936,21385,2011,11,1,17,ivory hanging decoration  heart,8,2011-11-07 17:06:00,0.85,13066,United Kingdom,6.8
573020,22697,2011,10,4,12,green regency teacup and saucer,6,2011-10-27 12:37:00,2.95,14842,United Kingdom,17.700000000000006
538637,22918,2010,12,1,13,herb marker parsley,4,2010-12-13 13:52:00,0.65,17611,United Kingdom,2.6
562033,22699,2011,8,2,8,roses regency teacup and saucer ,6,2011-08-02 08:49:00,2.95,15410,United Kingdom,17.700000000000006
557614,23002,2011,6,2,13,travel card wallet skulls,96,2011-06-21 13:22:00,0.42,16394,United Kingdom,40.32
555562,22723,2011,6,7,14,set of 6 herb tins sketchbook,1,2011-06-05 14:45:00,3.95,17841,United Kingdom,3.95
544463,22261,2011,2,7,14,felt egg cosy white rabbit ,1,2011-02-20 14:31:00,0.85,12988,United Kingdom,0.85
570459,23243,2011,10,1,15,set of tea coffee sugar tins pantry,4,2011-10-10 15:42:00,4.95,15801,United Kingdom,19.8
568186,23506,2011,9,7,14,mini playing cards spaceboy ,1,2011-09-25 14:08:00,0.42,17837,United Kingdom,0.42
572552,21889,2011,10,1,17,wooden box of dominoes,2,2011-10-24 17:07:00,2.46,14096,United Kingdom,4.92
548151,22748,2011,3,2,12,poppy's playhouse kitchen,6,2011-03-29 12:57:00,2.1,13803,United Kingdom,12.6
568050,21239,2011,9,5,12,pink  polkadot cup,4,2011-09-23 12:38:00,0.85,15901,United Kingdom,3.4
556732,21172,2011,6,2,11,party metal sign ,1,2011-06-14 11:47:00,1.45,15039,United Kingdom,1.45
561366,22771,2011,7,2,15,clear drawer knob acrylic edwardian,12,2011-07-26 15:45:00,1.25,15152,United Kingdom,15.0
580613,21533,2011,12,1,12,retrospot large milk jug,3,2011-12-05 12:03:00,4.95,14759,United Kingdom,14.85
555876,84596B,2011,6,2,15,small dolly mix design orange bowl,16,2011-06-07 15:28:00,0.42,15799,United Kingdom,6.72
570672,23247,2011,10,2,14,biscuit tin 50's christmas,6,2011-10-11 14:52:00,2.89,12536,France,17.34
576339,22813,2011,11,1,15,pack 3 boxes bird panettone ,2,2011-11-14 15:27:00,4.13,14096,United Kingdom,8.26
556579,90000D,2011,6,1,14,copper/olive green flower necklace,2,2011-06-13 14:16:00,5.95,15069,United Kingdom,11.9
579538,21166,2011,11,3,10,cook with wine metal sign ,96,2011-11-30 10:04:00,1.85,14062,United Kingdom,177.60000000000005
572464,23356,2011,10,1,13,love hot water bottle,2,2011-10-24 13:08:00,5.95,17081,United Kingdom,11.9
541590,22708,2011,1,3,14,wrap dolly girl,25,2011-01-19 14:50:00,0.42,13310,United Kingdom,10.5
580752,22941,2011,12,2,9,christmas lights 10 reindeer,4,2011-12-06 09:56:00,8.5,12478,Greece,34.0
563749,23285,2011,8,5,10,pink vintage spot beaker,8,2011-08-19 10:10:00,0.85,12360,Austria,6.8
542057,84279P,2011,1,2,11,cherry blossom  decorative flask,1,2011-01-25 11:57:00,3.75,15967,United Kingdom,3.75
550918,47504K,2011,4,4,14,english rose garden secateurs,12,2011-04-21 14:03:00,1.95,17630,United Kingdom,23.4
558540,22212,2011,6,4,12,four hook  white lovebirds,6,2011-06-30 12:15:00,2.1,17706,United Kingdom,12.6
567170,22908,2011,9,7,12,pack of 20 napkins red apples,2,2011-09-18 12:40:00,0.85,13566,United Kingdom,1.7
557247,22352,2011,6,5,15,lunch box with cutlery retrospot ,12,2011-06-17 15:09:00,2.55,12731,France,30.6
561616,23335,2011,7,4,13,egg frying pan ivory ,2,2011-07-28 13:02:00,2.08,15023,United Kingdom,4.16
561661,84012,2011,7,4,16,magic sheep wool growing from paper,1,2011-07-28 16:21:00,2.55,12743,Unspecified,2.55
562378,22077,2011,8,4,15,6 ribbons rustic charm,6,2011-08-04 15:07:00,1.65,15046,United Kingdom,9.9
575846,23408,2011,11,5,12,photo frame linen and lace small,6,2011-11-11 12:07:00,2.08,17364,United Kingdom,12.48
577504,20717,2011,11,7,12,strawberry shopper bag,13,2011-11-20 12:36:00,1.25,14159,United Kingdom,16.25
550514,22619,2011,4,1,16,set of 6 soldier skittles,4,2011-04-18 16:49:00,3.75,14631,United Kingdom,15.0
551528,22890,2011,5,7,12,novelty biscuits cake stand 3 tier,2,2011-05-01 12:54:00,9.95,12841,United Kingdom,19.9
543541,71053,2011,2,3,14,white metal lantern,4,2011-02-09 14:44:00,3.75,12462,Spain,15.0
572033,22749,2011,10,4,11,feltcraft princess charlotte doll,4,2011-10-20 11:58:00,3.75,14447,United Kingdom,15.0
570424,22910,2011,10,1,13,paper chain kit vintage christmas,1,2011-10-10 13:41:00,2.95,17372,United Kingdom,2.95
581182,22203,2011,12,3,15,milk pan red retrospot,6,2011-12-07 15:56:00,1.25,12783,Portugal,7.5
576269,23012,2011,11,1,14,glass apothecary bottle perfume,4,2011-11-14 14:23:00,3.95,12762,Portugal,15.8
565082,15060B,2011,9,4,9,fairy cake design umbrella,8,2011-09-01 09:15:00,3.75,13305,United Kingdom,30.0
578757,22603,2011,11,5,11,christmas retrospot tree wood,1,2011-11-25 11:41:00,0.85,12748,United Kingdom,0.85
556222,21143,2011,6,4,14,antique glass heart decoration ,12,2011-06-09 14:23:00,1.95,17522,United Kingdom,23.4
561874,22723,2011,7,7,12,set of 6 herb tins sketchbook,2,2011-07-31 12:02:00,3.95,16255,United Kingdom,7.9
556578,22029,2011,6,1,14,spaceboy birthday card,12,2011-06-13 14:13:00,0.42,12472,Germany,5.04
560256,21174,2011,7,7,13,pottering in the shed metal sign,2,2011-07-17 13:24:00,2.08,14462,United Kingdom,4.16
539088,20728,2010,12,4,9,lunch bag cars blue,30,2010-12-16 09:45:00,1.65,13093,United Kingdom,49.5
575220,23199,2011,11,3,11,jumbo bag apples,100,2011-11-09 11:19:00,1.79,17511,United Kingdom,179.0
558679,47599A,2011,7,5,10,pink party bags,3,2011-07-01 10:58:00,2.1,17800,United Kingdom,6.300000000000002
560051,22432,2011,7,4,15,watering can pink bunny,6,2011-07-14 15:22:00,1.95,15306,United Kingdom,11.7
571909,21117,2011,10,3,15,blond doll doorstop,2,2011-10-19 15:08:00,1.25,15006,United Kingdom,2.5
579350,85123A,2011,11,2,11,white hanging heart t-light holder,32,2011-11-29 11:48:00,2.55,15218,United Kingdom,81.6
575678,22909,2011,11,4,15,set of 20 vintage christmas napkins,24,2011-11-10 15:23:00,0.85,16169,United Kingdom,20.4
577855,17003,2011,11,2,11,brocade ring purse ,2,2011-11-22 11:18:00,0.39,15877,United Kingdom,0.78
565218,22077,2011,9,4,17,6 ribbons rustic charm,12,2011-09-01 17:45:00,1.65,12739,United Arab Emirates,19.8
544278,22616,2011,2,4,12,pack of 12 london tissues ,24,2011-02-17 12:01:00,0.29,15382,United Kingdom,6.959999999999999
560125,20754,2011,7,5,10,retrospot red washing up gloves,1,2011-07-15 10:44:00,2.1,18118,United Kingdom,2.1
576323,21243,2011,11,1,15,pink polkadot plate ,1,2011-11-14 15:10:00,1.69,16161,United Kingdom,1.69
581433,22509,2011,12,4,15,sewing box retrospot design ,4,2011-12-08 15:54:00,3.95,14911,EIRE,15.8
555865,21620,2011,6,2,14,set of 4 rose botanical candles,2,2011-06-07 14:30:00,3.75,14530,United Kingdom,7.5
561710,22844,2011,7,5,11,vintage cream dog food container,1,2011-07-29 11:45:00,8.5,13827,United Kingdom,8.5
569469,23371,2011,10,2,12,set 36 colour pencils spaceboy ,4,2011-10-04 12:22:00,1.25,16360,United Kingdom,5.0
564367,16014,2011,8,4,9,small chinese style scissor,20,2011-08-25 09:18:00,0.42,12712,Germany,8.4
570230,22720,2011,10,7,13,set of 3 cake tins pantry design ,1,2011-10-09 13:41:00,4.95,18088,United Kingdom,4.95
558103,22726,2011,6,7,14,alarm clock bakelike green,8,2011-06-26 14:08:00,3.75,13767,United Kingdom,30.0
578522,22367,2011,11,4,14,childrens apron spaceboy design,1,2011-11-24 14:09:00,1.95,17254,United Kingdom,1.95
581467,21417,2011,12,4,19,cockle shell dish,2,2011-12-08 19:24:00,0.79,13077,United Kingdom,1.58
548715,21181,2011,4,7,15,please one person metal sign,2,2011-04-03 15:22:00,2.1,17758,United Kingdom,4.2
569576,23541,2011,10,3,10,wall art classic puddings ,2,2011-10-05 10:38:00,8.25,17739,United Kingdom,16.5
566258,22326,2011,9,7,12,round snack boxes set of4 woodland ,8,2011-09-11 12:45:00,2.95,13124,United Kingdom,23.6
570637,22734,2011,10,2,12,set of 6 ribbons vintage christmas,12,2011-10-11 12:34:00,2.89,12530,Germany,34.68
569669,23425,2011,10,3,13,storage tin home sweet home,3,2011-10-05 13:47:00,2.49,14730,United Kingdom,7.4700000000000015
549988,21485,2011,4,3,16,retrospot heart hot water bottle,2,2011-04-13 16:43:00,4.95,14367,United Kingdom,9.9
553190,84970L,2011,5,7,13,single heart zinc t-light holder,3,2011-05-15 13:14:00,0.95,15164,United Kingdom,2.85
574862,21791,2011,11,1,12,vintage heads and tails card game ,12,2011-11-07 12:27:00,1.25,12408,Belgium,15.0
547772,22860,2011,3,5,11,easter tin chicks pink daisy,2,2011-03-25 11:34:00,1.65,17979,United Kingdom,3.3
568526,20996,2011,9,2,13,jazz hearts address book,24,2011-09-27 13:04:00,0.19,17656,United Kingdom,4.5600000000000005
540178,21086,2011,1,3,12,set/6 red spotty paper cups,12,2011-01-05 12:42:00,0.65,12681,France,7.800000000000002
561626,21340,2011,7,4,14,classic metal birdcage plant holder,1,2011-07-28 14:03:00,12.75,14898,United Kingdom,12.75
555558,22356,2011,6,7,14,charlotte bag pink polkadot,2,2011-06-05 14:06:00,0.85,14159,United Kingdom,1.7
573876,21992,2011,11,2,12,vintage paisley stationery set,2,2011-11-01 12:48:00,1.25,16360,United Kingdom,2.5
563907,23298,2011,8,7,11,spotty bunting,12,2011-08-21 11:57:00,4.95,14733,United Kingdom,59.40000000000001
576695,23394,2011,11,3,12,poste france cushion cover,1,2011-11-16 12:25:00,3.75,16469,United Kingdom,3.75
568703,22998,2011,9,3,15,travel card wallet keep calm,10,2011-09-28 15:21:00,0.42,12748,United Kingdom,4.2
564739,84012,2011,8,7,14,magic sheep wool growing from paper,1,2011-08-28 14:28:00,0.85,16931,United Kingdom,0.85
577505,20728,2011,11,7,12,lunch bag cars blue,2,2011-11-20 12:37:00,1.65,13118,United Kingdom,3.3
566625,21263,2011,9,3,9,green goose feather tree 60cm,12,2011-09-14 09:38:00,1.95,14911,EIRE,23.4
570215,22601,2011,10,7,11,christmas retrospot angel wood,10,2011-10-09 11:53:00,0.85,16066,United Kingdom,8.5
570677,21745,2011,10,2,15,gaolers keys decorative garden ,2,2011-10-11 15:10:00,3.75,12836,United Kingdom,7.5
547910,21398,2011,3,1,12,red polkadot coffee  mug,6,2011-03-28 12:23:00,0.39,14159,United Kingdom,2.34
